image,row,field,gt,pred,gt_norm,pred_norm,edit_distance,cer,wer,exact,error
passport_0034_seedream.png,34,firstname,АЛИСА,АЛИСА,АЛИСА,АЛИСА,0,0.000000,0.000000,1,
passport_0034_seedream.png,34,middlename,ЕВГЕНЬЕВНА,ЕВГЕНЬЕВНА,ЕВГЕНЬЕВНА,ЕВГЕНЬЕВНА,0,0.000000,0.000000,1,
passport_0034_seedream.png,34,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0034_seedream.png,34,birth_date,12.05.1959,12.05.1959,12051959,12051959,0,0.000000,0.000000,1,
passport_0034_seedream.png,34,birth_place,Г. ПЕРМЬ,Г ПЕРМЬ,Г. ПЕРМЬ,Г ПЕРМЬ,1,0.125000,0.125000,0,
passport_0034_seedream.png,34,date_of_issue,19.01.2019,19.01.2019,19012019,19012019,0,0.000000,0.000000,1,
passport_0034_seedream.png,34,department_code,740-119,740-119,740119,740119,0,0.000000,0.000000,1,
passport_0034_seedream.png,34,passport_issued_full,ТП УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ТРАКТОРОЗАВОДСКОМ Р-НЕ,ТП УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ В ТРАКТОРОЗАВОДСКОМ Р-НЕ,ТП УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В ТРАКТОРОЗАВОДСКОМ Р-НЕ,ТП УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ В ТРАКТОРОЗАВОДСКОМ Р-НЕ,1,0.016949,0.016949,0,
passport_0034_seedream.png,34,series_and_number,43 32 708792,43 33 708794,4332708792,4333708794,2,0.200000,0.200000,0,
passport_0035_seedream.png,35,lastname,КОРНИЛОВА,КОРНИЛОВА,КОРНИЛОВА,КОРНИЛОВА,0,0.000000,0.000000,1,
passport_0035_seedream.png,35,firstname,НАТАЛЬЯ,НАТАЛЬЯ,НАТАЛЬЯ,НАТАЛЬЯ,0,0.000000,0.000000,1,
passport_0035_seedream.png,35,middlename,НИКОЛАЕВНА,НИКОЛАЕВНА,НИКОЛАЕВНА,НИКОЛАЕВНА,0,0.000000,0.000000,1,
passport_0035_seedream.png,35,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0035_seedream.png,35,birth_date,12.07.1993,12.07.1993,12071993,12071993,0,0.000000,0.000000,1,
passport_0035_seedream.png,35,birth_place,Г. РЯЗАНЬ,Г РЯЗАНЬ,Г. РЯЗАНЬ,Г РЯЗАНЬ,1,0.111111,0.111111,0,
passport_0035_seedream.png,35,date_of_issue,10.11.2023,10.11.2023,10112023,10112023,0,0.000000,0.000000,1,
passport_0035_seedream.png,35,department_code,341-621,341-621,341621,341621,0,0.000000,0.000000,1,
passport_0035_seedream.png,35,passport_issued_full,ОВМ МВД РОССИИ ПО ВОЛГОГРАДСКОЙ ОБЛ. В Г. МИХАЙЛОВКА,ОВМ МВД РОССИИ ПО ВОЛГОГРАДСКОЙ ОБЛ. В Г МИХАЙЛОВКА,ОВМ МВД РОССИИ ПО ВОЛГОГРАДСКОЙ ОБЛ. В Г. МИХАЙЛОВКА,ОВМ МВД РОССИИ ПО ВОЛГОГРАДСКОЙ ОБЛ. В Г МИХАЙЛОВКА,1,0.019231,0.019231,0,
passport_0035_seedream.png,35,series_and_number,75 24 503906,75 24 503906,7524503906,7524503906,0,0.000000,0.000000,1,
passport_0036_seedream.png,36,lastname,ЦВЕТКОВА,ЦВЕТКОВА,ЦВЕТКОВА,ЦВЕТКОВА,0,0.000000,0.000000,1,
passport_0036_seedream.png,36,firstname,ЖАННА,ЖАННА,ЖАННА,ЖАННА,0,0.000000,0.000000,1,
passport_0036_seedream.png,36,middlename,ДМИТРИЕВНА,ДМИТРИЕВНА,ДМИТРИЕВНА,ДМИТРИЕВНА,0,0.000000,0.000000,1,
passport_0036_seedream.png,36,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0036_seedream.png,36,birth_date,01.07.2000,01.07.2000,01072000,01072000,0,0.000000,0.000000,1,
passport_0036_seedream.png,36,birth_place,Г. РЯЗАНЬ,Г РЯЗАНЬ,Г. РЯЗАНЬ,Г РЯЗАНЬ,1,0.111111,0.111111,0,
passport_0036_seedream.png,36,date_of_issue,24.02.2026,24.02.2026,24022026,24022026,0,0.000000,0.000000,1,
passport_0036_seedream.png,36,department_code,542-442,542-442,542442,542442,0,0.000000,0.000000,1,
passport_0036_seedream.png,36,passport_issued_full,ОУФМС РОССИИ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В КИРОВСКОМ Р-НЕ Г. НОВОСИБИРСКА,ОУФМС РОССИИ МВД РОССИ ПО ПОВОСИНИРСКОЙ ОБЛ В КИРОВСКОМ Р-НЕ ТГ НОВОСИБИРСКА,ОУФМС РОССИИ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В КИРОВСКОМ Р-НЕ Г. НОВОСИБИРСКА,ОУФМС РОССИИ МВД РОССИ ПО ПОВОСИНИРСКОЙ ОБЛ В КИРОВСКОМ Р-НЕ ТГ НОВОСИБИРСКА,6,0.076923,0.076923,0,
passport_0036_seedream.png,36,series_and_number,18 95 446239,18 95 446239,1895446239,1895446239,0,0.000000,0.000000,1,
passport_0037_seedream.png,37,lastname,АБАГЯН,АБАГЯН,АБАГЯН,АБАГЯН,0,0.000000,0.000000,1,
passport_0037_seedream.png,37,firstname,АРИНА,АРИНА,АРИНА,АРИНА,0,0.000000,0.000000,1,
passport_0037_seedream.png,37,middlename,МИХАЙЛОВНА,МИХАЙЛОВНА,МИХАЙЛОВНА,МИХАЙЛОВНА,0,0.000000,0.000000,1,
passport_0037_seedream.png,37,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0037_seedream.png,37,birth_date,17.05.2001,17.05.2001,17052001,17052001,0,0.000000,0.000000,1,
passport_0037_seedream.png,37,birth_place,Г. ВЛАДИВОСТОК,Г ВЛАДИВОСТОК,Г. ВЛАДИВОСТОК,Г ВЛАДИВОСТОК,1,0.071429,0.071429,0,
passport_0037_seedream.png,37,date_of_issue,31.10.2018,31.10.2018,31102018,31102018,0,0.000000,0.000000,1,
passport_0037_seedream.png,37,department_code,022-413,022-413,022413,022413,0,0.000000,0.000000,1,
passport_0037_seedream.png,37,passport_issued_full,ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ БАШКОРТОСТАН В ЛЕНИНСКОМ Р-НЕ,ТП УФМС РОССИИ ЛПО РЕСПУБЛИКЕ БАШКОРТОСТАН В ЛЕНИНСКОМ Р-НЕ,ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ БАШКОРТОСТАН В ЛЕНИНСКОМ Р-НЕ,ТП УФМС РОССИИ ЛПО РЕСПУБЛИКЕ БАШКОРТОСТАН В ЛЕНИНСКОМ Р-НЕ,1,0.017241,0.017241,0,
passport_0037_seedream.png,37,series_and_number,99 47 681343,19 94 716813,9947681343,1994716813,4,0.400000,0.400000,0,
passport_0039_seedream.png,39,lastname,БАГАТУРИА,БАГАТУРИА,БАГАТУРИА,БАГАТУРИА,0,0.000000,0.000000,1,
passport_0039_seedream.png,39,firstname,УСТИНЬЯ,УСТИНЬЯ,УСТИНЬЯ,УСТИНЬЯ,0,0.000000,0.000000,1,
passport_0039_seedream.png,39,middlename,КИРИЛЛОВНА,КИРИЛЛОВНА,КИРИЛЛОВНА,КИРИЛЛОВНА,0,0.000000,0.000000,1,
passport_0039_seedream.png,39,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0039_seedream.png,39,birth_date,15.08.1984,15.08.1984,15081984,15081984,0,0.000000,0.000000,1,
passport_0039_seedream.png,39,birth_place,С. ПОДОЛЬСКОЕ ТВЕРСКОЙ ОБЛ.,С ПОДОЛЬСКОЕ ТВЕРСКОЙ ОБЛ.,С. ПОДОЛЬСКОЕ ТВЕРСКОЙ ОБЛ.,С ПОДОЛЬСКОЕ ТВЕРСКОЙ ОБЛ.,1,0.037037,0.037037,0,
passport_0039_seedream.png,39,date_of_issue,13.03.2008,13.03.2008,13032008,13032008,0,0.000000,0.000000,1,
passport_0039_seedream.png,39,department_code,710-675,710-675,710675,710675,0,0.000000,0.000000,1,
passport_0039_seedream.png,39,passport_issued_full,ОУФМС РОССИИ ПО ТУЛЬСКОЙ ОБЛ. В Г. АЛЕКСИН,ОУФМС РОССИИ ПО ТУЛЬСКОЙ ОБЛ В Г АЛЕКСИН,ОУФМС РОССИИ ПО ТУЛЬСКОЙ ОБЛ. В Г. АЛЕКСИН,ОУФМС РОССИИ ПО ТУЛЬСКОЙ ОБЛ В Г АЛЕКСИН,2,0.047619,0.047619,0,
passport_0039_seedream.png,39,series_and_number,20 46 640490,20 46 640490,2046640490,2046640490,0,0.000000,0.000000,1,
passport_0040_seedream.png,40,lastname,ЗУРАБИШВИЛИ,ЗУРАБИШВИЛИ,ЗУРАБИШВИЛИ,ЗУРАБИШВИЛИ,0,0.000000,0.000000,1,
passport_0040_seedream.png,40,firstname,АЛИСА,АЛИСА,АЛИСА,АЛИСА,0,0.000000,0.000000,1,
passport_0040_seedream.png,40,middlename,ПАВЛОВНА,ПАВЛОВНА,ПАВЛОВНА,ПАВЛОВНА,0,0.000000,0.000000,1,
passport_0040_seedream.png,40,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0040_seedream.png,40,birth_date,22.04.2003,22.04.2003,22042003,22042003,0,0.000000,0.000000,1,
passport_0040_seedream.png,40,birth_place,Г. ОМСК,Г ОМСК,Г. ОМСК,Г ОМСК,1,0.142857,0.142857,0,
passport_0040_seedream.png,40,date_of_issue,10.10.2020,10.10.2020,10102020,10102020,0,0.000000,0.000000,1,
passport_0040_seedream.png,40,department_code,541-026,541-026,541026,541026,0,0.000000,0.000000,1,
passport_0040_seedream.png,40,passport_issued_full,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС ПО НОВОСИБИРСКОЙ ОБЛ. В Г. ИСКИТИМ,МЕКРАЙОННЫЙ ОТДЕЛ УФМС ПО НОВОСИБИРСКОЙ ОБЛ В Г ИСКИТИМ,МЕЖРАЙОННЫЙ ОТДЕЛ УФМС ПО НОВОСИБИРСКОЙ ОБЛ. В Г. ИСКИТИМ,МЕКРАЙОННЫЙ ОТДЕЛ УФМС ПО НОВОСИБИРСКОЙ ОБЛ В Г ИСКИТИМ,3,0.052632,0.052632,0,
passport_0040_seedream.png,40,series_and_number,15 41 598216,15 41 598216,1541598216,1541598216,0,0.000000,0.000000,1,
passport_0041_seedream.png,41,lastname,ГИЛЯЗОВА,ГИЛЯЗОВА,ГИЛЯЗОВА,ГИЛЯЗОВА,0,0.000000,0.000000,1,
passport_0041_seedream.png,41,firstname,ЮЛИЯ,ОЛИЯ,ЮЛИЯ,ОЛИЯ,1,0.250000,0.250000,0,
passport_0041_seedream.png,41,middlename,ЯРОСЛАВОВНА,ЯРОСЛАВОВНА,ЯРОСЛАВОВНА,ЯРОСЛАВОВНА,0,0.000000,0.000000,1,
passport_0041_seedream.png,41,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0041_seedream.png,41,birth_date,19.11.1981,,19111981,,8,1.000000,1.000000,0,
passport_0041_seedream.png,41,birth_place,Г. СОЧИ,Г СОЧИ,Г. СОЧИ,Г СОЧИ,1,0.142857,0.142857,0,
passport_0041_seedream.png,41,date_of_issue,05.08.2004,05.08.2004,05082004,05082004,0,0.000000,0.000000,1,
passport_0041_seedream.png,41,department_code,251-410,251-420,251410,251420,1,0.166667,0.166667,0,
passport_0041_seedream.png,41,passport_issued_full,ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ФРУНЗЕНСКОМ Р-НЕ,ОУФМС РОСИИ ПО ГРИМОРСКОМУКРАЮ В ФРНЗЕНСКОМ РНЕ,ОУФМС РОССИИ ПО ПРИМОРСКОМУ КРАЮ В ФРУНЗЕНСКОМ Р-НЕ,ОУФМС РОСИИ ПО ГРИМОРСКОМУКРАЮ В ФРНЗЕНСКОМ РНЕ,5,0.098039,0.098039,0,
passport_0041_seedream.png,41,series_and_number,41 28 787926,41 28 787926,4128787926,4128787926,0,0.000000,0.000000,1,
passport_0042_seedream.png,42,lastname,КРАУЗЕ,КРАУЗЕ,КРАУЗЕ,КРАУЗЕ,0,0.000000,0.000000,1,
passport_0042_seedream.png,42,firstname,АЙГУЛЬ,АЙГУЛЬ,АЙГУЛЬ,АЙГУЛЬ,0,0.000000,0.000000,1,
passport_0042_seedream.png,42,middlename,ГРИГОРЬЕВНА,ГРИГОРЬЕВНА,ГРИГОРЬЕВНА,ГРИГОРЬЕВНА,0,0.000000,0.000000,1,
passport_0042_seedream.png,42,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0042_seedream.png,42,birth_date,25.02.2004,25.02.2004,25022004,25022004,0,0.000000,0.000000,1,
passport_0042_seedream.png,42,birth_place,Г. ОМСК,Г ОМСК,Г. ОМСК,Г ОМСК,1,0.142857,0.142857,0,
passport_0042_seedream.png,42,date_of_issue,28.11.2022,28.11.2022,28112022,28112022,0,0.000000,0.000000,1,
passport_0042_seedream.png,42,department_code,234-476,234-476,234476,234476,0,0.000000,0.000000,1,
passport_0042_seedream.png,42,passport_issued_full,ОУФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В Г. АРМАВИР,ОУФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАО В Г АРМАВИР,ОУФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В Г. АРМАВИР,ОУФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАО В Г АРМАВИР,2,0.041667,0.041667,0,
passport_0042_seedream.png,42,series_and_number,16 81 361303,16 81 361303,1681361303,1681361303,0,0.000000,0.000000,1,
passport_0043_seedream.png,43,lastname,ВОРОНОВА,ВОРОНОВА,ВОРОНОВА,ВОРОНОВА,0,0.000000,0.000000,1,
passport_0043_seedream.png,43,firstname,РАДА,РАДА,РАДА,РАДА,0,0.000000,0.000000,1,
passport_0043_seedream.png,43,middlename,ВЛАДИМИРОВНА,ВЛАДИМИРОВНА,ВЛАДИМИРОВНА,ВЛАДИМИРОВНА,0,0.000000,0.000000,1,
passport_0043_seedream.png,43,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0043_seedream.png,43,birth_date,17.11.1984,17.11.1984,17111984,17111984,0,0.000000,0.000000,1,
passport_0043_seedream.png,43,birth_place,Г. ИРКУТСК,Г ИРКУТСК,Г. ИРКУТСК,Г ИРКУТСК,1,0.100000,0.100000,0,
passport_0043_seedream.png,43,date_of_issue,10.12.2023,10.12.2023,10122023,10122023,0,0.000000,0.000000,1,
passport_0043_seedream.png,43,department_code,641-628,641-628,641628,641628,0,0.000000,0.000000,1,
passport_0043_seedream.png,43,passport_issued_full,ТП УФМС РОССИИ ПО САРАТОВСКОЙ ОБЛ. В Г. ЭНГЕЛЬС,ТП УФМС РОССИИ ПО САРАТОВСКОЙ ОБЛ. В Г ЗНТЕЛЬС,ТП УФМС РОССИИ ПО САРАТОВСКОЙ ОБЛ. В Г. ЭНГЕЛЬС,ТП УФМС РОССИИ ПО САРАТОВСКОЙ ОБЛ. В Г ЗНТЕЛЬС,3,0.063830,0.063830,0,
passport_0043_seedream.png,43,series_and_number,74 64 970914,74 64 970914,7464970914,7464970914,0,0.000000,0.000000,1,
passport_0045_seedream.png,45,lastname,МАНУКЯН,МАНУКЯН,МАНУКЯН,МАНУКЯН,0,0.000000,0.000000,1,
passport_0045_seedream.png,45,firstname,ВЛАДИСЛАВ,ВЛАДИСЛАВ,ВЛАДИСЛАВ,ВЛАДИСЛАВ,0,0.000000,0.000000,1,
passport_0045_seedream.png,45,middlename,ЮРЬЕВИЧ,ЮРЬЕВИЧ,ЮРЬЕВИЧ,ЮРЬЕВИЧ,0,0.000000,0.000000,1,
passport_0045_seedream.png,45,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0045_seedream.png,45,birth_date,11.06.1972,11.06.1972,11061972,11061972,0,0.000000,0.000000,1,
passport_0045_seedream.png,45,birth_place,Г. НОВОСИБИРСК,Г НОВОСИБИРСК,Г. НОВОСИБИРСК,Г НОВОСИБИРСК,1,0.071429,0.071429,0,
passport_0045_seedream.png,45,date_of_issue,30.08.2010,30.08.2010,30082010,30082010,0,0.000000,0.000000,1,
passport_0045_seedream.png,45,department_code,661-237,661-237,661237,661237,0,0.000000,0.000000,1,
passport_0045_seedream.png,45,passport_issued_full,МИГРАЦИОННЫЙ ПУНКТ ПО СВЕРДЛОВСКОЙ ОБЛ. В Г. НОВОУРАЛЬСК,МИГРАЦИОННЫЙ ПУНКТ ПО СВЕРДЛОВСКОЙ ОБЛ В Г НОВОУРАЛЬСК,МИГРАЦИОННЫЙ ПУНКТ ПО СВЕРДЛОВСКОЙ ОБЛ. В Г. НОВОУРАЛЬСК,МИГРАЦИОННЫЙ ПУНКТ ПО СВЕРДЛОВСКОЙ ОБЛ В Г НОВОУРАЛЬСК,2,0.035714,0.035714,0,
passport_0045_seedream.png,45,series_and_number,59 98 260227,59 09 826022,5998260227,5909826022,2,0.200000,0.200000,0,
passport_0046_seedream.png,46,lastname,ПАВЛОВА,ПАВЛОВА,ПАВЛОВА,ПАВЛОВА,0,0.000000,0.000000,1,
passport_0046_seedream.png,46,firstname,МАРФА,МАРФА,МАРФА,МАРФА,0,0.000000,0.000000,1,
passport_0046_seedream.png,46,middlename,ТИМОФЕЕВНА,ТИМОФЕЕВНА,ТИМОФЕЕВНА,ТИМОФЕЕВНА,0,0.000000,0.000000,1,
passport_0046_seedream.png,46,sex,ЖЕН.,Ж,F,F,0,0.000000,0.000000,1,
passport_0046_seedream.png,46,birth_date,15.09.1976,15.09.1976,15091976,15091976,0,0.000000,0.000000,1,
passport_0046_seedream.png,46,birth_place,Г. САНКТ-ПЕТЕРБУРГ,Г САНКТ-ПЕТЕРБУРГ,Г. САНКТ-ПЕТЕРБУРГ,Г САНКТ-ПЕТЕРБУРГ,1,0.055556,0.055556,0,
passport_0046_seedream.png,46,date_of_issue,07.05.2009,07.05.2009,07052009,07052009,0,0.000000,0.000000,1,
passport_0046_seedream.png,46,department_code,543-399,543-399,543399,543399,0,0.000000,0.000000,1,
passport_0046_seedream.png,46,passport_issued_full,ОВМ МВД РОССИИ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В КИРОВСКОМ Р-НЕ Г. НОВОСИБИРСКА,ОВМ МВД РОССИИ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ В КИРОВСКОМ Р-НЕ Г НОВОСИБИРСКА,ОВМ МВД РОССИИ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ. В КИРОВСКОМ Р-НЕ Г. НОВОСИБИРСКА,ОВМ МВД РОССИИ МВД РОССИИ ПО НОВОСИБИРСКОЙ ОБЛ В КИРОВСКОМ Р-НЕ Г НОВОСИБИРСКА,2,0.025000,0.025000,0,
passport_0046_seedream.png,46,series_and_number,84 99 120480,84 19 912048,8499120480,8419912048,2,0.200000,0.200000,0,
passport_0048_seedream.png,48,lastname,КРЮКОВ,КРОКОВ,КРЮКОВ,КРОКОВ,1,0.166667,0.166667,0,
passport_0048_seedream.png,48,firstname,КУЗЬМА,КУЗЬМА,КУЗЬМА,КУЗЬМА,0,0.000000,0.000000,1,
passport_0048_seedream.png,48,middlename,ГРИГОРЬЕВИЧ,ГРИГОРЬЕВИЧ,ГРИГОРЬЕВИЧ,ГРИГОРЬЕВИЧ,0,0.000000,0.000000,1,
passport_0048_seedream.png,48,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0048_seedream.png,48,birth_date,11.07.1956,11.07.1956,11071956,11071956,0,0.000000,0.000000,1,
passport_0048_seedream.png,48,birth_place,Г. ТВЕРЬ,ТГ ТВЕРЬ,Г. ТВЕРЬ,ТГ ТВЕРЬ,2,0.250000,0.250000,0,
passport_0048_seedream.png,48,date_of_issue,15.10.2006,15.10.2006,15102006,15102006,0,0.000000,0.000000,1,
passport_0048_seedream.png,48,department_code,163-942,163-942,163942,163942,0,0.000000,0.000000,1,
passport_0048_seedream.png,48,passport_issued_full,ОВМ МВД РОССИИ ПО РЕСП. ТАТАРСТАН В СОВЕТСКОМ Р-НЕ Г. КАЗАНИ,ОВМ МВД ВЬЕЕИИ ПО РЕСП ТАТАРСТАН В СОВЕТСКОМ Р-НЕ Г КАЗАНЙ,ОВМ МВД РОССИИ ПО РЕСП. ТАТАРСТАН В СОВЕТСКОМ Р-НЕ Г. КАЗАНИ,ОВМ МВД ВЬЕЕИИ ПО РЕСП ТАТАРСТАН В СОВЕТСКОМ Р-НЕ Г КАЗАНЙ,7,0.116667,0.116667,0,
passport_0048_seedream.png,48,series_and_number,26 89 660069,26 89 660069,2689660069,2689660069,0,0.000000,0.000000,1,
passport_0049_seedream.png,49,lastname,ПОНОМАРЁВ,ПОНОМАРЕВ,ПОНОМАРЕВ,ПОНОМАРЕВ,0,0.000000,0.000000,1,
passport_0049_seedream.png,49,firstname,АФАНАСИЙ,АФАНАСИЙ,АФАНАСИЙ,АФАНАСИЙ,0,0.000000,0.000000,1,
passport_0049_seedream.png,49,middlename,АНДРЕЕВИЧ,АНДРЕЕВИЧ,АНДРЕЕВИЧ,АНДРЕЕВИЧ,0,0.000000,0.000000,1,
passport_0049_seedream.png,49,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0049_seedream.png,49,birth_date,14.11.1960,14.11.1960,14111960,14111960,0,0.000000,0.000000,1,
passport_0049_seedream.png,49,birth_place,Г. ТОМСК,Г ТОМСК,Г. ТОМСК,Г ТОМСК,1,0.125000,0.125000,0,
passport_0049_seedream.png,49,date_of_issue,13.01.1987,13.01.1987,13011987,13011987,0,0.000000,0.000000,1,
passport_0049_seedream.png,49,department_code,760-052,760-052,760052,760052,0,0.000000,0.000000,1,
passport_0049_seedream.png,49,passport_issued_full,ТП УФМС РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ. В КИРОВСКОМ Р-НЕ,ТП УФМС РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ В КИРОВСКОМ Р-НЕ,ТП УФМС РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ. В КИРОВСКОМ Р-НЕ,ТП УФМС РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ В КИРОВСКОМ Р-НЕ,1,0.019608,0.019608,0,
passport_0049_seedream.png,49,series_and_number,43 58 443254,43 58 443254,4358443254,4358443254,0,0.000000,0.000000,1,
passport_0050_seedream.png,50,lastname,ХОХЛОВ,ХОХЛОВ,ХОХЛОВ,ХОХЛОВ,0,0.000000,0.000000,1,
passport_0050_seedream.png,50,firstname,ТИМОФЕЙ,ТИМОФЕЙ,ТИМОФЕЙ,ТИМОФЕЙ,0,0.000000,0.000000,1,
passport_0050_seedream.png,50,middlename,ГРАНТОВИЧ,ГРАНТОВИЧ,ГРАНТОВИЧ,ГРАНТОВИЧ,0,0.000000,0.000000,1,
passport_0050_seedream.png,50,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0050_seedream.png,50,birth_date,09.07.1972,09.07.1972,09071972,09071972,0,0.000000,0.000000,1,
passport_0050_seedream.png,50,birth_place,Г. НОВОСИБИРСК,Г НОВОСИБИРСК,Г. НОВОСИБИРСК,Г НОВОСИБИРСК,1,0.071429,0.071429,0,
passport_0050_seedream.png,50,date_of_issue,18.12.2023,18.12.2023,18122023,18122023,0,0.000000,0.000000,1,
passport_0050_seedream.png,50,department_code,710-768,710-768,710768,710768,0,0.000000,0.000000,1,
passport_0050_seedream.png,50,passport_issued_full,ОТДЕЛ УФМС РОССИИ ПО ТУЛЬСКОЙ ОБЛ. В ПРОЛЕТАРСКОМ Р-НЕ Г. ТУЛЫ,ОТДЕЛ УФМС РОССИИ ПО ТУЛЬСКОЙ ОБЛ В ПРОЛЕТАРСКОМ Р-НЕ Г ТУДЫ,ОТДЕЛ УФМС РОССИИ ПО ТУЛЬСКОЙ ОБЛ. В ПРОЛЕТАРСКОМ Р-НЕ Г. ТУЛЫ,ОТДЕЛ УФМС РОССИИ ПО ТУЛЬСКОЙ ОБЛ В ПРОЛЕТАРСКОМ Р-НЕ Г ТУДЫ,3,0.048387,0.048387,0,
passport_0050_seedream.png,50,series_and_number,79 16 466960,79 16 466960,7916466960,7916466960,0,0.000000,0.000000,1,
passport_0051_seedream.png,51,lastname,КОЗЛОВ,КОЗЛОВ,КОЗЛОВ,КОЗЛОВ,0,0.000000,0.000000,1,
passport_0051_seedream.png,51,firstname,ПАША,ПАША,ПАША,ПАША,0,0.000000,0.000000,1,
passport_0051_seedream.png,51,middlename,ПАВЛОВИЧ,ПАВЛОВИЧ,ПАВЛОВИЧ,ПАВЛОВИЧ,0,0.000000,0.000000,1,
passport_0051_seedream.png,51,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0051_seedream.png,51,birth_date,08.01.2003,08.01.2003,08012003,08012003,0,0.000000,0.000000,1,
passport_0051_seedream.png,51,birth_place,Г. ПЕНЗА,Г ПЕНЗА,Г. ПЕНЗА,Г ПЕНЗА,1,0.125000,0.125000,0,
passport_0051_seedream.png,51,date_of_issue,31.03.2019,B1.03.2019,31032019,1032019,1,0.125000,0.125000,0,
passport_0051_seedream.png,51,department_code,772-245,772-245,772245,772245,0,0.000000,0.000000,1,
passport_0051_seedream.png,51,passport_issued_full,ТП УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ КУНЦЕВО,РОССИИ У КУНЦЕВО,ТП УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ КУНЦЕВО,РОССИИ У КУНЦЕВО,29,0.644444,0.644444,0,
passport_0051_seedream.png,51,series_and_number,26 70 801978,26 70 801978,2670801978,2670801978,0,0.000000,0.000000,1,
passport_0052_seedream.png,52,lastname,НАСРУЛЛАЕВ,НАСРУЛЛАЕВ,НАСРУЛЛАЕВ,НАСРУЛЛАЕВ,0,0.000000,0.000000,1,
passport_0052_seedream.png,52,firstname,НИКИТА,НИКИТА,НИКИТА,НИКИТА,0,0.000000,0.000000,1,
passport_0052_seedream.png,52,middlename,ЭДУАРДОВИЧ,ЭДУАРДОВИЧ,ЭДУАРДОВИЧ,ЭДУАРДОВИЧ,0,0.000000,0.000000,1,
passport_0052_seedream.png,52,sex,МУЖ.,М,M,M,0,0.000000,0.000000,1,
passport_0052_seedream.png,52,birth_date,25.05.1999,25.05.1999,25051999,25051999,0,0.000000,0.000000,1,
passport_0052_seedream.png,52,birth_place,Г. НИЖНИЙ НОВГОРОД,Г НИЖНИЙ НОВГОРОД,Г. НИЖНИЙ НОВГОРОД,Г НИЖНИЙ НОВГОРОД,1,0.055556,0.055556,0,
passport_0052_seedream.png,52,date_of_issue,28.08.2021,28.08.2021,28082021,28082021,0,0.000000,0.000000,1,
passport_0052_seedream.png,52,department_code,501-988,501-988,501988,501988,0,0.000000,0.000000,1,
passport_0052_seedream.png,52,passport_issued_full,МИГРАЦИОННЫЙ ПУНКТ ПО МОСКОВСКОЙ ОБЛ. В Г. ОРЕХОВО-ЗУЕВО,МИГРАИОНЫЙ ЛПУРНКТГ ПО МОСКОВСКОЙ ОЛ В Г ОРЕОВО-УЕО,МИГРАЦИОННЫЙ ПУНКТ ПО МОСКОВСКОЙ ОБЛ. В Г. ОРЕХОВО-ЗУЕВО,МИГРАИОНЫЙ ЛПУРНКТГ ПО МОСКОВСКОЙ ОЛ В Г ОРЕОВО-УЕО,11,0.196429,0.196429,0,
passport_0052_seedream.png,52,series_and_number,49 23 706794,49 23 706794,4923706794,4923706794,0,0.000000,0.000000,1,
